Time;source;dest;direction;
1464718205000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-60-05-ab;3;
1464718137000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-58-32-36;3;
1464718132000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-60-05-69;3;
1464717242000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-60-02-1b;3;
1464717207000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-60-01-f8;3;
1464716997000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-b0-00-cc;3;
1464716113000;00-17-0d-00-00-b0-00-cc;00-17-0d-00-00-60-3c-d9;3;
1464715247000;00-17-0d-00-00-60-02-1b;00-17-0d-00-00-58-32-36;3;
1464712896000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-60-05-69;3;
1464712793000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-60-02-1b;3;
1464712708000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-60-05-69;3;
1464712623000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-60-02-1b;3;
1464711565000;00-17-0d-00-00-b0-00-cc;00-17-0d-00-00-60-3c-d9;3;
1464703381000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-38-0f-66;3;
1464703200000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-38-0f-66;3;
1464703120000;00-17-0d-00-00-b0-00-cc;00-17-0d-00-00-60-3c-d9;3;
1464703015000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-60-05-ab;3;
1464703009000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-60-05-69;3;
1464702817000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-58-32-36;3;
1464702467000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-30-60-ef;3;
1464702413000;00-17-0d-00-00-60-02-4b;00-17-0d-00-00-60-01-f8;3;
